comment,rating
"Đẹp lắm ạ, chỉ sợ nhận muộn vì bên giao cứ để đã lấy hàng @@ hoang mang mà vừa nhắn hỏi shop cái shiper gọi luôn 🤣 sẽ ủng hộ shop dài ạ",5
Áo sịn nha mọi người chất đẹp mặt mát nữa mới đầu mk nói ck mk 94 cân shop cứ ngăn cản bảo k vừa nhưng mk vẫn mua vì ưng mẫu bên shop quá may mà mua về trộm vía là vừa in hihi 😍😍😍 thế này chắc mua bên shop hoài quá 😚,5
"Mk đặt 1 áo polo của Shop nhưng đặt nhầm sz. Ib nhờ Shop đổi thì do mk ck cho Shipper 10 ngày sau mới nhận nên theo qui định Shop ko hỗ trợ đổi đc. Nhưng Shop vẫn cố gắng đổi cho mk và mk tự trả phí ship (do mk báo trễ quá). Chất vải áo dày dặn, mịn, mát, khâu hỗ trợ đổi trả quá oke. Sẽ mua lại ❤️",5
Hhggghhhgvbbnnbbbbbbbbbbbnnnnnbbbbhgvbjhgbbnjjjbnnkjhbbnnnnbbbbbbbbbbbbbbbbbbbbbbbbnbbvvvbbbnnbb,5
Áo chất lượng bình thường.nếu là áo hãng thì không phải là đẹp mặc sợ nóng nhìn bo áo chất ko đẹp.mua màu trắng nên bị ố vàng một ít,5
Shop giao hàng nhanh. Áo cực xinh và lên form đẹp. Đóng gói cẩn thận và xịn xò thực sự. Giá cũng phù hợp nữa. Sẽ tiếp tục ủng hộ shop 💕,5
Đã mua lần 2 rùi nha. Lần nào nhận cũng ưngggggg nhức cái nách 🥰🥰🥰🥰 mỗi lần mua chắc làm 1 video unbox mất 🤪,5
Áo đẹp lắm ạ . Size chuẩn nữa . Ny em 1m64 61kg có bụng phân vân lắm ạ . Vì bình thường toàn mặc size L . Nhưng theo size của poloman thì M . E đánh liều lấy M . Đẹp Long lanh luôn . Rất ưng cách chăm sóc khách của shop nhé . Vải đẹp mát . Cho shop 10 saoooooo,5
Quy khach da dung het luu luong cua CTKM. Quy khach tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). Chi tiet LH 198 (mien phi). Tran trong.,5
"[TB] Quy khach co 7186 diem tieu dung Viettel++ tinh den het ngay 02/05/2021. Bam goi *098# hoac truy cap ung dung My Viettel tai https://myvt.page.link/vt10 de doi diem thanh luu luong data, phut goi, SMS hoac cac uu dai gia tri khac. LH 198 (0d).",5
"Trong cuộc đời của mỗi người, ai cũng mong muốn tìm cho mình một người yêu thương mình đến độ khi ở bên người ấy mình chẳng muốn mạnh mẽ nữa.
Có những ngày tôi trở về nhà sau một ngày mệt mỏi, những ngày như thế tôi ước gì mình có một người thương mà bên cạnh anh ấy tôi không cần phải mạnh mẽ hay bi",5
"Đợt hàng này viền áo bị lệch, mặc lên nhìn tay lệch rõ ràng hơn, bên thấp bên cao. Mua làm quà tặng mà áo lệch tay, như may ẩu may vội, ko đc sang 👎👎👎",4
"Áo đẹp, mua hóa đơn trên 500k được tặng quà, shop take care tốt, đóng gói đẹp, anh grab giao hàng nhanh, mình mua tặng nên khá hài lòng",5
Áo poloman thì vải rất ok rồi. Giá mua ngày sale 5/5 nên rẻ hơn nhiều so với trước giờ chỉ toàn mua trên web. 5 sao nhé shop ơi.,5
"Vải oki, đóng hàng cẩn thận, còn có cả thiệp cảm ơn nữa.
Nhưng điểm trừ là trong áo có vệt bẩn khá lớn lên phần vải trắng",5
"Haizz chắc tui 0,01 % còn lại😞
Ai cho có thì mua lẹ nha🤣🤣🤣
Có link shop bán croptop trên shopee nè vừa đẹp vừa rẻ nữa 🥰🥰",5
"Áo rất xinh, chất cũng rất ok nhé, bọc hàng cẩn thận có cả thiệp cảm ơn nữa tuy giao hàng hơi lâu xíu nhưng vẫn cho 5 sao",5
Chất lượng tốt............. Chất lượng tốt............. Chất lượng tốt............. Chất lượng tốt.............,5
Anh chồng mình có bụng nên mặc hơi ôm còn lại thì hàng hộp đẹp,5
"Shop giao hàng rất nhanh luôn, hỗ trợ cực kỳ nhiệt tình, chất lượng và giá cả lại tuyệt vời, đã mua mấy lần của shop và vẫn ủng hộ thêm,",5
"Chất lượng sản phẩm tốt
Đóng gói sản phẩm rất đẹp và chắc chắn
Giao hàng nhanh chóng",5
"Đường may cẩn thận, có hộp đựng sịn xò. Đã mua 3c, đc giảm giá nên rẻ. Chất hơi mỏng",5
"Áo đẹp lắm á😙đóng gói cẩn thận, mình mua cho bố đều vừa vặn luôn, còn được tặng 1 áo phông nữa❤️mong shop sẽ ra thêm mẫu",5
"Nhận hàng được cực kỳ ưng ý luôn nhé ạ , màu xinh như ảnh mà giao hàng nhanh nữa",5
"Đóng gói cẩn thận, giao hàng nhanh, sản phẩm đúng mô tả, shop tư vấn nhiệt tình",5
"Tư vấn chuẩn size, chất đẹp giống chất áo polo của aristino, đóng gói hộp đẹp 😍",5
"Giao hàng nhanh, đóng gói sản phẩm cẩn thận, hàng đúng như quảng cáo nhe",5
"Ôi, đúng là quái vật âm nhạc, kẻ hủy diệt nốt trầm, tổng tư lệnh nốt cao, chiến thần concept, lyrics god, chúa tể gieo vần, tù trưởng audio, đại đội trưởng trung đoàn ca nhạc, no1 vipro thí sinh top1 The Voice, thần thoại luyến láy, huyền thoại l",5
"Áo đẹp mà vẫn chuyển làm méo hộp, mình mang đi tặng cứ ngại sao ấy",5
video mang tính chất nhận xu. mua 1 lần rồi. đây là lần 2 rồi ạ..,5
"Chất vải ok. Rất đáng đễ mua nha mọi người 
Okkkkkkkkkkkkkkkk",5
Chất đẹp nha mn. Nhìn trên ảnh mình tưởng màu đen nhưng hoá ra lại màu xanh.,5
"Áo đẹp, chất vải mặc đẹp, đóng gói sản phẩm đẹp.............",5
"Vải mát, form đẹp, may sắc nét, ưng ý lắm luôn :))))))(((((((",5
Ưng thực sự agdbkdlemvdhjemskskmdbdhksjgyejskskbdjdkj,5
"Shop uy tín, áo chất đẹp, hỗ trợ tư vấn nhiệt tìnhhhhhhhhhhhhh, mua 4 chiếc ở shop rồiii",5
áo đẹpppppppppppppppppppppppppppppppppppppppppppppp,5
Ghim các đoạn văn bản đã sao chép để chúng không hết hạn sau 1 giờGhim các đoạn văn bản đã sao chép để chúng không hết hạn sau 1 giờ,5
Mình mua tặng nên ko có hình ảnh nhưng đây là lần thứ 3 mình mua hàng của shop r nên rất là yên tâm ạ 🥰,5
"Đã nhận được áo, chất vải khá mềm và mịn nha, nhìn chung khá ổn.",5
Giao rất nhanh áo siêu dẹp luôn,5
"Sản phẩm giống mô tả, chất liệu ok, màu sắc đẹp, giao hàng nhanh",5
Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5
Chjjffhjkkyfxcyhjjczcbjexcg bbjjjcxxvjkhxbnnhhjfghjj,5
"Áo siêu xịn, mịn luôn, rất hài lòng, sẽ còn ủng hộ shop lâu dài ❤❤❤😍😍😍👌👌👌",5
"Áo đẹp. 
Chất lượng
Đúng size, đúng mẫu. Chất mát...........",5
