comment,rating
"Eo ơi áo rẻ lại còn đc tặng thẻ cào cơ, siêu ưng ý nhé mọi người nên ủng hộ shop nhé",5
"Shop giao hành nhanh. Áo đẹp lắm mn ạ. Chất sờ thấy mát , con áo ngon bổ rẻ mn nên mua. Sẽ quay lại ủng hộ shop. Ảnh video để lấy xu thui nhé",5
Hàng bọc hơi mỏng chút. Size Chuẩn châu âu. Nên size m to gần như size l của nhà khác. Hàng mỏng và khá mát.  Giá 270k 3 chiếc là ổn.,5
Áo đẹp lắm mọi người ạ. Giao hàng siêu nhanh luôn. Shop tư vấn nhiệt tình luôn ạ. Nên mua nhé kkkkkkkkkkkkkkkk,5
"Áo đẹp, đóng gói cẩn thận. Shop tư vấn size nhiệt tình. Bạn mình 80kg mặc size 2XL là thoải mái, rộng rãi.",5
"Hình ảnh chỉ mang tính chất nhận xu nhé shop! Hàng đẹp, giá quá oke luôn. 😍😍😍😍",5
"Rẻ quá so với chất vải. Gói hàng xinh xắn cẩn thận. Vải chất da cá mát mịn, chất này k xù lông. Đường chỉ may cẩn thận chu đáo k có chỉ thừa 
M nữ cao m65 nặng 53 kg chắc mặc M sẽ fit hơn size L",5
"Giao hàng nhanh đóng hàng cẩn thận thanks a lot, hàng mô tả 100% cotton nhưng mac áo ghi có 95% thoai à. Tiền nào của ấy đấy thui nạ",5
"Ý kiến của Lễ tân:
Việc lấy DHST của BN nhi lâu nay lễ tân đều triển khai lấy cân nặng của những BN có khả năng tự đứng được và theo thông báo mới nhất là sẽ triển khai lấy cả chiều cao của những đối tượng BN này.
Với đề xuất của Khoa Nhi, Lễ tân xin phép đưa ra một số bất cập sau:
- BN nhi từ 6-12",5
"Sản phẩm chất lượng tốt, giá cả phù hợp, giao hàng nhanh, nhân viên giao hàng vui vẻ, dễ thương, đóng gói sản phẩm chắc chắn",5
"Shop đóng gói cẩn thận 
Giao hành khá nhanh chóng
Đặc biệt đánh giá đc thêm card đthoai :)))",5
"Đã  nhận  đc hàng. Rất đẹp nha
Anh  nhà mình mặc  luôn  đi  công việc nè.
Chất vải  ko nhăn  , mềm mịn. Nên  mua nha  cả nhà. Sẽ  ủng hộ shop tiếp.",5
"Áo đẹp lắm form dáng rất chuẩn, có chỉ thừa nhưng ít thôi, chỉ bị cái là nilon nhiều nên mặc mùa hè khá là nóng",5
Đã nhận đc hàng. chưa mở hàng ra xem vì đang bận nhưng đánh giá truoc để lấy xu. giao đầy đủ. đúng màu. vải ok,5
Sản phẩm chất lượng như mong đợi shop giao đủ hàng giá ok mọi người an tâm mua hàng mua hàng của shop này nhé,5
"Shop chuẩn bị hàng nhanh chóng,hàng đủ số lượng và mô tả, size cũng chuẩn nhé. Sẽ tiếp tục ủng hộ shop ạ",5
Hàng ok khihugivrfobubudjbibfurihivudfibibibvivibihonobidufyvubibobidjvibib,5
"Áo quần đẹp nha, đúng size, chuẩn màu.
Mình mua lần 9 món (2 quần, 7 áo)
đc giảm giá rất ok.
10 điểm nè",5
"Áo chất lượng, nên mua các bác ạ...giao hàng nhanh hihi.......",5
"Quá hời cho 250k 3 áo.
Chất vải mịn đẹp 
Nên mua nha mn
Mặc thì chưa biết ntn vì đặt hộ cho ngta m",5
"Giao hàng nhanh, có cả thư cảm ơn luôn, thank you shop nhiều nha, mua tặng nên cực kỳ ưng ý luôn",5
"Rất đáng để mua nha m.n, hàng tương ứng trong shop bán hơn 200k
Gói hàng chắc chắnRất đáng để mua nha m.n, hàng tương ứng trong shop bán hơn 200k
Gói hàng chắc chắn",5
Vải bên trong mịn mịn mua 3 cái dc giảm 30k tính ra 80k 1 cái hàng giống hình,5
"Chất gì í  ko p cotton chắc là hơi nóng hic


Tổng hợp những mẫu HOT HIT trong mùa du lịch của chúng mình. Các nàng đã sở hữu chưa? Ib cho chúng mình để được tư vấn nhé!!

Hiện chúng mình đã có shopee để hỗ trợ phí ship cho các nàng mua sắm thả ga, không lo phí ship nha!!!!",5
"Áo giặt rồi nên ko có hình ảnh
Vải tạm ổn,mới mua lần đâu chưa biết thế nào",5
shop siêu cute dễ thương nhé mình mua tặng em trai nên k có hình chụp. nhưng mẹ khen vải đẹp. mình mua size m mà em mình mặc chật nên mình sẽ đặt mua lại size lơn hơn. mẹ khen cái ái ưng lắm,5
Chất lượng giống quảng cáo. Ko có gì để chê cả :))) đánh giá để xu nha!!!,5
"Hàng rất đẹp, shop nhiệt tình, chất lượng tuyệt vời. Xứng đáng 5 sao ❤️",5
"Ko có áo nên mượn hình khác. Áo đẹp vải đẹp tuy nhiên không phu hợp thanh niên trẻ tuổi. Size 2xl nhưng rất rộng. Mình thường mang 3,4xl nhưng áo này 2xl là rộng lắm luôn.Các bạn trẻ tuổi mang áo body nên cân nhắc.",5
Áo đẹp chuẩn from chất dày dặn.màu giống hình vs giá này thì áo quá đẹp luôn.’’mn lên mua nha,5
Áo đẹp. Mặc rộng liên hệ shop shop đổi liền tay. Mỗi tội đổi lâu quá,5
"Áo mua tặng người yêu. Dịch về quê nên chưa mở ra xem đc. Giao hàng lâu muốn xỉu, duyệt đơn xong mà ko gửi hàng. Nội thành HCM mà hơn 1 tuần chưa nhận đc.",5
Giao hàng nhanh đóng gói đẹp tư vấn nhiệt tình sản phẩm giống mô tả,5
"Vải kiểu mát mát á nha mọi ng, k biết tả sao nh mà mát :))))))))))",5
"Chất áo cá sấu đẹp, dày dặn. Shop gói hàng xinh, mua deal 3 sp giảm 30k nha mọi người",5
Đẹp. Phù hợp gía tiền. Sẽ ủng hộ tiếp sksksknznnnnznmsnznznznznz,5
