comment,rating
"Sản phẩm đẹp, nên ủng hộ Lslslslslm ámldmdkdkdkskwmwklwwllwksk",5
"Đẹp lắm luôn, nhưng mà hơi mùi và hơi mỏng manh á. Nhưng rẻ quá nên mua nha mng",5
"hàng đẹp ạ.  mũ hơi nông ạ, giao hàng quốc tế lâu mới nhận đc hàng",5
Dây chắc chắn nhưng mang nhiều lần thì da sẽ bị bong tróc. Với giá này thì okla,5
n kgxkhxkhxgkzkgzkhxkhlhhxhlxkhxkhxgkxkyxkgzgmdgkxkhxhmxhmxhmxhmxgmxkgxgkgmdxkgxbmxkhxkgx,5
"Giao đủ, nhanh, gói hàng kĩ, không sai sót hay thiếu món nào. Có một món hơi lỗi shop xử lí được.",5
"Bên đơn vị vận chuyển khá lâu,shop đóng gói cẩn thận với giống y hình",5
"Giá quá rẻ
Đẹp
Hàng ok chất lượng dễ thay đổi phụ kiện phù hợp đồ",5
"Ui trời rẻ đẹp. Ok, nên mua!!!!",5
Choker xinh để giống Cinderella =))))  . Hàng đóng gói hơi bị cẩn thận nhé moi nguoi :)),5
"Chất không ổn, khuyên mọi người không nên mua.
Mất công chờ nửa tháng mà xấu lắm huhu",5
Dây chuyền siêu rẻ mà chất lượng. Kh bị mất hột nhưng giao hàng khá lâu,5
ko giao cho mình sản phẩm này:))))))))))))))))))))))))))),5
Đẹp nha cb,5
"Vòng cổ siu đẹp nha, vải mềm, dễ bám bụi bên ngoài nhưng ko sao đáng mua lắm!",5
"5 sao cho thái độ pv. Hàng đẹp, 9 bông tai giao sai mẫu 11 bông tai, và 1 cặp k giống nhau chiếc này chiếc kia.",5
"Niceeeeeeeeee , cực ưng luôn nha . Mua đi khỏi đắng đo nha :))",5
"Shop giao đủ đồ, giá rẻ, tốttttttttttttttttttttttttttttt",5
Móc bị gãy Chất lượng sản phẩm kém Không đáng tiền,2
