comment,rating
"hàng xinh lắm nha mn ơi, vải dày, form đẹp nữa, mình săn đc mã giảm, rất đáng tiền và sẽ ghé mua tiếp ạ",5
"hàng siuuu bị xịn luôn các bạn ơi ❤️ giao hàng nhanh, đóng gói kĩ càng. Chất cực kì thoải mái  ❤",5
tím vừa đặt hàng hôm kia hôm sau gửi hàng hnay cod hàng luôn siu nhanh luôn ạ xinhhhhhh❤️❤️❤️❤️,5
"Đóng gói cẩn thận, giao hàng nhanh chất dày dặn xịn lắm ạ. Sẽ ủng hộ shop lần sau ạ.",5
"Hàng đẹp, chất lượng. Giao hàng nhanh, thân thiện. Giá cả phải chăng",5
"hàng xinh lắm nha mn ơi, vải dày, form đẹp nữa, mình săn đc mã giảm, rất đáng tiền và sẽ ghé mua tiếp ạ",5
"hàng siuuu bị xịn luôn các bạn ơi ❤️ giao hàng nhanh, đóng gói kĩ càng. Chất cực kì thoải mái  ❤",5
tím vừa đặt hàng hôm kia hôm sau gửi hàng hnay cod hàng luôn siu nhanh luôn ạ xinhhhhhh❤️❤️❤️❤️,5
"Đóng gói cẩn thận, giao hàng nhanh chất dày dặn xịn lắm ạ. Sẽ ủng hộ shop lần sau ạ.",5
"Hàng đẹp, chất lượng. Giao hàng nhanh, thân thiện. Giá cả phải chăng",5
